Product,United Kingdom,France,Australia,Netherlands,Germany,Norway,EIRE,Switzerland,Spain,Poland,Portugal,Italy,Belgium,Lithuania,Japan,Iceland,Channel Islands,Denmark,Cyprus,Sweden,Austria,Israel,Finland,Bahrain
CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
PHOTO CLIP LINE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FELT EGG COSY CHICKEN,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIGGY BANK RETROSPOT ,200,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
SKULL SHOULDER BAG,154,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOU'RE CONFUSING ME METAL SIGN ,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
COOK WITH WINE METAL SIGN ,659,0,0,0,0,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIN + TONIC DIET METAL SIGN,468,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YELLOW BREAKFAST CUP AND SAUCER,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PINK BREAKFAST CUP AND SAUCER ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAPER CHAIN KIT RETROSPOT,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SMALL HEART FLOWERS HOOK ,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEA TIME DES TEA COSY,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FELT EGG COSY WHITE RABBIT ,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZINC WILLIE WINKIE  CANDLE STICK,225,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERAMIC CHERRY CAKE MONEY BANK,323,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RETROSPOT LARGE MILK JUG,83,15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SET OF 6 FUNKY BEAKERS,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDWARDIAN PARASOL BLACK,228,30,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
EDWARDIAN PARASOL NATURAL,136,6,0,0,0,0,6,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0
CERAMIC STRAWBERRY CAKE MONEY BANK,461,0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLUE OWL SOFT TOY,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLOON ART MAKE YOUR OWN FLOWERS,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLASS CLOCHE SMALL,82,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUMBALL MONOCHROME COAT RACK,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOORMAT FANCY FONT HOME SWEET HOME,189,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Discount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VINTAGE SNAKES & LADDERS,123,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHOCOLATE CALCULATOR,120,0,0,0,0,0,24,24,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
RECYCLING BAG RETROSPOT ,1066,0,100,0,5,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
TOY TIDY PINK POLKADOT,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANTIQUE GLASS DRESSING TABLE POT,215,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IVORY GIANT GARDEN THERMOMETER,87,0,12,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
3 TIER CAKE TIN GREEN AND CREAM,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 TIER CAKE TIN RED AND CREAM,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SET 3 WICKER OVAL BASKETS W LIDS,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SET OF 3 COLOURED  FLYING DUCKS,318,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
WOOD BLACK BOARD ANT WHITE FINISH,1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLOUR GLASS T-LIGHT HOLDER HANGING,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HANGING METAL HEART LANTERN,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HANGING MEDINA LANTERN SMALL,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NATURAL SLATE HEART CHALKBOARD ,813,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
HEART OF WICKER SMALL,2069,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEART OF WICKER LARGE,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHITE LOVEBIRD LANTERN,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLASSIC METAL BIRDCAGE PLANT HOLDER,53,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CREAM HEART CARD HOLDER,2296,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENAMEL FLOWER JUG CREAM,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENAMEL FIRE BUCKET CREAM,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENAMEL BREAD BIN CREAM,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUMBO BAG DOLLY GIRL DESIGN,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRADITIONAL CHRISTMAS RIBBONS,392,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORGANISER WOOD ANTIQUE WHITE ,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUNCH BAG DOLLY GIRL DESIGN,159,3,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
WHITE WIRE EGG HOLDER,101,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
JUMBO BAG RED RETROSPOT,2860,0,10,0,40,0,10,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0
CHILLI LIGHTS,2394,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIGHT GARLAND BUTTERFILES PINK,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WOODEN OWLS LIGHT GARLAND ,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0
FAIRY TALE COTTAGE NIGHTLIGHT,1013,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
HOME SMALL WOOD LETTERS,51,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GINGHAM HEART  DOORSTOP RED,65,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIVE HEART HANGING DECORATION,58,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSORTED BOTTLE TOP  MAGNETS ,220,12,120,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,120,0,0,0,0
FRIDGE MAGNETS US DINER ASSORTED,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMEMADE JAM SCENTED CANDLES,1133,0,0,0,48,0,48,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0
FRIDGE MAGNETS LES ENFANTS ASSORTED,127,0,0,0,36,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ROSE CARAVAN DOORSTOP,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 HOOK HANGER MAGIC TOADSTOOL,135,0,0,0,24,0,0,0,0,0,0,0,0,0,36,0,0,0,0,12,0,0,0,0
CHRISTMAS LIGHTS 10 REINDEER,128,0,6,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
VINTAGE UNION JACK CUSHION COVER,43,0,8,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
SET OF 3 GOLD FLYING DUCKS,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
RED RETROSPOT UMBRELLA,73,0,6,0,12,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
BLACK/BLUE POLKADOT UMBRELLA,75,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0
RED DINER WALL CLOCK,48,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
BLUE DINER WALL CLOCK,33,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
IVORY DINER WALL CLOCK,43,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
LARGE HEART MEASURING SPOONS,240,0,36,0,0,0,0,0,0,0,0,0,36,0,0,12,0,0,0,0,0,0,0,0
SMALL HEART MEASURING SPOONS,281,0,48,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0
JAM JAR WITH PINK LID,402,12,0,0,108,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
JAM JAR WITH GREEN LID,346,0,0,0,108,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROSE COTTAGE KEEPSAKE BOX ,108,8,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HANGING HEART ZINC T-LIGHT HOLDER,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAPER CHAIN KIT VINTAGE CHRISTMAS,1532,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DISCO BALL CHRISTMAS DECORATION,1835,0,0,0,24,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMALL POPCORN HOLDER,3180,36,0,0,24,144,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LARGE POPCORN HOLDER ,811,12,0,0,0,98,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SET/20 RED RETROSPOT PAPER NAPKINS ,850,24,0,0,0,72,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
SET/6 RED SPOTTY PAPER CUPS,468,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLKADOT RAIN HAT ,318,72,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELUXE SEWING KIT ,290,9,0,0,6,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
RETROSPOT HEART HOT WATER BOTTLE,656,6,0,0,15,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0
ENGLISH ROSE HOT WATER BOTTLE,346,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHOTO CUBE,1301,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLASTERS IN TIN CIRCUS PARADE ,227,60,0,0,60,48,0,12,24,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
PACK OF 12 PINK PAISLEY TISSUES ,122,0,0,0,24,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACK OF 12 BLUE PAISLEY TISSUES ,124,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACK OF 12 RED RETROSPOT TISSUES ,221,49,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHICK GREY HOT WATER BOTTLE,595,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLASTERS IN TIN VINTAGE PAISLEY ,247,12,12,0,12,72,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0
PLASTERS IN TIN SKULLS,282,0,0,0,0,48,0,0,24,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
3 STRIPEY MICE FELTCRAFT,229,0,0,0,0,0,30,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0
SET OF 6 SOLDIER SKITTLES,213,4,80,0,0,0,4,0,0,0,0,0,80,0,32,0,0,0,0,0,0,0,0,0
TRADITIONAL WOODEN SKIPPING ROPE,146,0,144,0,0,0,12,0,0,0,24,0,144,0,0,0,0,0,0,0,0,0,0,0
WOODEN BOX OF DOMINOES,545,24,0,0,0,0,36,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSTIC  SEVENTEEN DRAWER SIDEBOARD,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARTY CONES CARNIVAL ASSORTED,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARTY CONES CANDY ASSORTED,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PICNIC BASKET WICKER SMALL,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAR DECORATION PAINTED ZINC ,88,0,0,0,0,0,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RETROSPOT LAMP,37,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FANCY FONT BIRTHDAY CARD,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAND WARMER SCOTTY DOG DESIGN,930,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAND WARMER OWL DESIGN,959,0,0,0,36,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAND WARMER RED RETROSPOT,723,12,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOG BOWL CHASING BALL DESIGN,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
